ROUTE_ID,USER_ID,Rating,Pref
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Gin Yong,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Natalia G,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,rimanteea,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Audrius S,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,shermaine,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Andrea,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Josefina P,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Shohan K,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Sofie B,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Kelly Johana M,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Sylvan B,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,LRH123456,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,MingCD,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Bhavana Asthana,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Shohreh,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jessilyn T,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Pratipanna,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jie,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Colin C,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,JYM,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,SarahLois,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Nelvia,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Francisco Valenzuela,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Denice Joyce D,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,LH G,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Man Kit P,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Pavithra A,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Ani M,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Lala l,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Gilbert,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Hay A,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Nana,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Marc,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Erika B,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Simona P,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Tourist01839823693,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,mcluvin,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Waleed W,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Vidal V,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jon,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Gargee S,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,wanderingwanderer11,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Rachel T,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Naska A,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Rosi,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Veenessa A,2,0
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,GearyPDX,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Anisa J,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Little k,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Excursion11685511544,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,GuangJin,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Zoma Z,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Gabriel P,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Valerie T,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Emily P,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,shijugfx,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Laura Barros,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Mario,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,vonn p,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Pedrobalart,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Pnyi Z,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,YT Tan,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,ioana t,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Annabeh,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Shelby F,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Nathaniel,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Daphne T,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Mickey W,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jason B,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Sue,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Matt,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Abby C,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Kaylene G,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Tonika M,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jia Yi T,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Thomas W,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Emma A,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Chess B,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,levush,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Matthew G,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Bobby W,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Lewis H,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Frank C,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Nicole,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Chia,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Mel,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Deborah G,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Pat S,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,cakittens,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Cuong N,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Belima,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jelle H,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Meg Adania,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Ana Cristina Horta,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Nina P,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,sylvia,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Diana K,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Captain V,1,0
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,MondayEvan,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Dylan A,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Zara M,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,sy1166,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Gipgip,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Chrissy D,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Chip Munk,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Kahin L,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jeremy,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Le Hoang L,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Derek Chung,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Mircea-Andrei A,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Sawyer F,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Alistair W,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Archie,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Annesilva,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Ronita,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,tanyeewun,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Luke Simmons,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Nudibranquio L,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Pedro,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Klim N,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,顕 福,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Saketh S,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Hazrin My,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,aaa,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Chen S C,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,alexdgf,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,David P,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Rashminder S,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Suzie M,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Warren Kim,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,burgessjohn,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Vivekmohan83,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Amit G,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Alkhatnai,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Willard B,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Glorielyn,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jacob T,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Palida P,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,ISE M,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Ariel C,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Lilis Margaret,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,aziz1490,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Aurélien,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,ERIC HO,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,G. vdP,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,David,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Lui Asuncion,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Sherwin D,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Pedro D,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Laurens G,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Simona,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,AimanAW,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Cory H,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jaslin Y,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Denise T,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jocelyn T,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Raffaella P,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Tarmizi Talib,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Tsgee,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Resort538722,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Carsten E,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Maisey v,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Sandy R,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,613yeek,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Stemel88,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Grayson Rees,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Evelyn,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Marcus A,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Lily and Matthew Mok,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Esme S,3,0
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Kevin K,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Steph,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Vaish,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Lim,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,James Hanson,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,michele g,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Wes H,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Laurence S,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Christine,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,PWC,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Catheriene Kam,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,phoebe,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Tiago,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Chiara C,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Samantha J,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Anne 🍽,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Zoe l B,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jered S,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Van P,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Chris Soo,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Ana V,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Joanna T,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Wan Yee W,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Thomas H,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Amelia H,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Maroussia L,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Vincent C,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Padre Pioli,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Daniel chang,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,gogozonca9,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Luca L,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jia X,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Mathilde R,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jannis,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Departure300117,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Mikhail K,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Christian,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Cristian Salazar,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Chiaw Woon T,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Benio S,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Charlie B,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Abbie,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,shaned904,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,ZtAqtar,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Christian Jessen-Klingenberg,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Samantha,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,EmmanuelN,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Hui Min L,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Matthew N,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Shaun G,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Christine P,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Alysse M,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,cc,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Eddy,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Slpy,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,felicia,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jerri G,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,janicia,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Takeru K,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Akhil S,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Sabir,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Kristen Sullivan,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Lissette N,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,tiffaniefang,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,melissa9395,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Quentin D,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Azizi M,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,joannetrl,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,RobertKinzie,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Umi M,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Azlan Wahid,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,dianasfr,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Erika F,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,TheRayGun,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jesse S,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Noah simon,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Guan Quan,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Harmi T,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Amanda G,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Brad,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Cruiser538210,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Traveler794823,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Chengz,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jeffrey K,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Someone_on_the_earth,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Lu J,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Tortor A,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Leah S.,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,George,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Kmy Cheong,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Megan T,4,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,Jeeviyan,5,1
Korean Demilitarized Zone (DMZ) Tour from Seoul- Hotel Pick Up & No Shopping,me when,5,1
